legacy,target,sha1
textures/items/metaitems/battery.ev.magic/2.png,textures/item/metaitems/battery.ev.magic/2.png,605233b3290a37039f0c4a138528d7340cbe1d7a
textures/items/metaitems/battery.ev.magic/3.png,textures/item/metaitems/battery.ev.magic/3.png,11f9317a08bdb2cc1b53fb2e5efd7fb63473f6b1
textures/items/metaitems/battery.ev.magic/4.png,textures/item/metaitems/battery.ev.magic/4.png,fe53ef8859a35de5f69f3d22673a095a4b3d8434
textures/items/metaitems/battery.ev.magic/5.png,textures/item/metaitems/battery.ev.magic/5.png,d750af9c82c0f694021d9a26dc16f89207d73385
textures/items/metaitems/battery.ev.magic/6.png,textures/item/metaitems/battery.ev.magic/6.png,0a878f100f1117cf18809f2d73269774ae842c76
textures/items/metaitems/battery.ev.magic/7.png,textures/item/metaitems/battery.ev.magic/7.png,35bfaccef646ccba64b2f99765777891623dbbeb
textures/items/metaitems/battery.ev.magic/8.png,textures/item/metaitems/battery.ev.magic/8.png,d8a8053431a9cd43811571d611ab49adebb78d6b
textures/items/metaitems/battery.hull.ev.png,textures/item/metaitems/battery.hull.ev.png,e82b839ad6c2e523d2aac0ad0992fc713abb1a40
textures/items/metaitems/battery.hull.hv.png,textures/item/metaitems/battery.hull.hv.png,7ff7212d0213789bbda91728440bae07bb8e71f3
textures/items/metaitems/battery.hull.iv.png,textures/item/metaitems/battery.hull.iv.png,a16f82a6b53d4e0e8047fa4c6436a20e93a733cc
textures/items/metaitems/battery.hull.luv.png,textures/item/metaitems/battery.hull.luv.png,24bce37ec319fa998c1d45a4055caeabf409faf0
textures/items/metaitems/battery.hull.lv.png,textures/item/metaitems/battery.hull.lv.png,352e21ef39fd1dc31e27b1d96553f942c3284903
textures/items/metaitems/battery.hull.mv.png,textures/item/metaitems/battery.hull.mv.png,537955d72b26d78f43cfe51cffd35ab2022d660d
textures/items/metaitems/battery.hull.uv.png,textures/item/metaitems/battery.hull.uv.png,b8e8ca59bc20813c38bc98d27378b7578c9b2ef8
textures/items/metaitems/battery.hull.zpm.png,textures/item/metaitems/battery.hull.zpm.png,6b1ae57a79b2b7e705528d7e042fe2588f72edd1
textures/items/metaitems/battery.hv.magic/1.png,textures/item/metaitems/battery.hv.magic/1.png,e6e127af5756d942e55523568d3175fdfb5c45c6
textures/items/metaitems/battery.hv.magic/2.png,textures/item/metaitems/battery.hv.magic/2.png,be7d7b1caaeb5ca8dfd11b43ef23e03998191b80
textures/items/metaitems/battery.hv.magic/3.png,textures/item/metaitems/battery.hv.magic/3.png,5010381f468d0d152f3bae5f5f61cce14dd9ea79
textures/items/metaitems/battery.hv.magic/4.png,textures/item/metaitems/battery.hv.magic/4.png,6d8e6c51b9cd2c2bd4be30a4612aa4ec5b796b06
textures/items/metaitems/battery.hv.magic/5.png,textures/item/metaitems/battery.hv.magic/5.png,58c65e9bb5fd93eb1e9bf590ea749608a44f45ab
textures/items/metaitems/battery.hv.magic/6.png,textures/item/metaitems/battery.hv.magic/6.png,8ed6ff1999d1c15614540fdc31e036e029962b6b
textures/items/metaitems/battery.hv.magic/7.png,textures/item/metaitems/battery.hv.magic/7.png,d4091b87fa980649d926402382408287953401f9
textures/items/metaitems/battery.hv.magic/8.png,textures/item/metaitems/battery.hv.magic/8.png,55d29ced69b6f4aa00a2323f1752832e46dd1f85
textures/items/metaitems/battery.iv.magic/1.png,textures/item/metaitems/battery.iv.magic/1.png,28df38a2db9f17ca60513eedbdd83746f27d4642
textures/items/metaitems/battery.iv.magic/2.png,textures/item/metaitems/battery.iv.magic/2.png,54ab9619590d6e4aa4233b12c5096264aa9b70f6
textures/items/metaitems/battery.iv.magic/3.png,textures/item/metaitems/battery.iv.magic/3.png,ba78499b3f255ba1adb8258737c53ef397a9fdf2
textures/items/metaitems/battery.iv.magic/4.png,textures/item/metaitems/battery.iv.magic/4.png,158abef24a97cdd86688d84d23a89716475676b2
textures/items/metaitems/battery.iv.magic/5.png,textures/item/metaitems/battery.iv.magic/5.png,df6fffd3c101e5777877c7f3852a6d9397a5315f
textures/items/metaitems/battery.iv.magic/6.png,textures/item/metaitems/battery.iv.magic/6.png,3e08e8e7bb4d29a1c51a26e3a3ececd01dd3af2a
textures/items/metaitems/battery.iv.magic/7.png,textures/item/metaitems/battery.iv.magic/7.png,8827571a3dfd3952272b35520331c64874cdfe76
textures/items/metaitems/battery.iv.magic/8.png,textures/item/metaitems/battery.iv.magic/8.png,b19bec75deec7166b1172b69813d75da11670eba
textures/items/metaitems/battery.luv.magic/1.png,textures/item/metaitems/battery.luv.magic/1.png,0d8343f4f662fb56147dc0bc738299469f852ae9
textures/items/metaitems/battery.luv.magic/2.png,textures/item/metaitems/battery.luv.magic/2.png,9ad220f01da905982552ecd0e71a15346671db39
textures/items/metaitems/battery.luv.magic/3.png,textures/item/metaitems/battery.luv.magic/3.png,0da99915a1d68f835d024cc06ef2d37de6aa62ef
textures/items/metaitems/battery.luv.magic/4.png,textures/item/metaitems/battery.luv.magic/4.png,14b14ab5693c2f19b1e51f21b84cd2d3314aab4e
textures/items/metaitems/battery.luv.magic/5.png,textures/item/metaitems/battery.luv.magic/5.png,118d726262a1aaed9a64aac4410ba42de97bb351
textures/items/metaitems/battery.luv.magic/6.png,textures/item/metaitems/battery.luv.magic/6.png,596657de80d64c72bf90d86cb0640e5eb965eae4
textures/items/metaitems/battery.luv.magic/7.png,textures/item/metaitems/battery.luv.magic/7.png,0f61eb432965a3264daba3833cebc7bc00f81a6d
textures/items/metaitems/battery.luv.magic/8.png,textures/item/metaitems/battery.luv.magic/8.png,202dea6c82081af4272c78b086e8ccc729278f2f
textures/items/metaitems/battery.lv.magic/1.png,textures/item/metaitems/battery.lv.magic/1.png,71de7154940d9857a3a328a5eadb0ab6650f5dbc
textures/items/metaitems/battery.lv.magic/2.png,textures/item/metaitems/battery.lv.magic/2.png,a2df4511ab5593501fbed6df9b79e751eced09f7
textures/items/metaitems/battery.lv.magic/3.png,textures/item/metaitems/battery.lv.magic/3.png,04c6c76b02fc16f6621d46dc03aac65700f164c3
textures/items/metaitems/battery.lv.magic/4.png,textures/item/metaitems/battery.lv.magic/4.png,771938016fded4bba14a4c69a783d7868565fd2a
textures/items/metaitems/battery.lv.magic/5.png,textures/item/metaitems/battery.lv.magic/5.png,a8499a1914ad127d675557e2f47cd24366c8e328
textures/items/metaitems/battery.lv.magic/6.png,textures/item/metaitems/battery.lv.magic/6.png,8cdd13a387f8ec4092acefdc8c3062517940204d
textures/items/metaitems/battery.lv.magic/7.png,textures/item/metaitems/battery.lv.magic/7.png,18f9d604ca45034c356631b1da28e6da8b3c0658
textures/items/metaitems/battery.lv.magic/8.png,textures/item/metaitems/battery.lv.magic/8.png,b611195929c39626959ffe7ab6fdfcf74525b98f
textures/items/metaitems/battery.mv.magic/1.png,textures/item/metaitems/battery.mv.magic/1.png,eb3193a508666273bb26cd7fd33a24152234f2b6
textures/items/metaitems/battery.mv.magic/2.png,textures/item/metaitems/battery.mv.magic/2.png,f8245e137254175f4f9a97770489de653d617593
textures/items/metaitems/battery.mv.magic/3.png,textures/item/metaitems/battery.mv.magic/3.png,10120f334ad7585e672af1e22b8704b0b619b514
textures/items/metaitems/battery.mv.magic/4.png,textures/item/metaitems/battery.mv.magic/4.png,b701550d6bc8547b901599ad133ce769213ee527
textures/items/metaitems/battery.mv.magic/5.png,textures/item/metaitems/battery.mv.magic/5.png,4de43050d730d092d4f54de4afc63129bc9e3729
textures/items/metaitems/battery.mv.magic/6.png,textures/item/metaitems/battery.mv.magic/6.png,dc8c76c1ad83cc18d215b19fdb625a182b6af212
textures/items/metaitems/battery.mv.magic/7.png,textures/item/metaitems/battery.mv.magic/7.png,d86f437fa05af6da51b6c74e416d821d0f7d21f2
textures/items/metaitems/battery.mv.magic/8.png,textures/item/metaitems/battery.mv.magic/8.png,1ab7bb4fb4882675d39fa9e89ecd96736ae597b9
textures/items/metaitems/battery.uv.magic/1.png,textures/item/metaitems/battery.uv.magic/1.png,44cd3155cb37e758582ddd6f6746be2d087bb4d1
textures/items/metaitems/battery.uv.magic/2.png,textures/item/metaitems/battery.uv.magic/2.png,38afe505b318f13c06f7a390984264694babd580
textures/items/metaitems/battery.uv.magic/3.png,textures/item/metaitems/battery.uv.magic/3.png,0db107fe3e60d0544debd170ac549a3d8fb6295b
textures/items/metaitems/battery.uv.magic/4.png,textures/item/metaitems/battery.uv.magic/4.png,932e06d4a6c13eda4c43290df6e2170f59ad3d07
textures/items/metaitems/battery.uv.magic/5.png,textures/item/metaitems/battery.uv.magic/5.png,40cb7545f9d62d50125486af83ca84b6de0461f4
textures/items/metaitems/battery.uv.magic/6.png,textures/item/metaitems/battery.uv.magic/6.png,6003ef2d8acca653664fb79095d808bbb9006469
textures/items/metaitems/battery.uv.magic/7.png,textures/item/metaitems/battery.uv.magic/7.png,c89ec96d28e1eb93c686e70cbd80f20e1a9702ae
textures/items/metaitems/battery.uv.magic/8.png,textures/item/metaitems/battery.uv.magic/8.png,f5edbcca6f087e87f3d5d64d8468434437e45cd9
textures/items/metaitems/battery.zpm.magic/1.png,textures/item/metaitems/battery.zpm.magic/1.png,8c756d678d2b999a3644b55d1e23322ed7e59e2c
textures/items/metaitems/battery.zpm.magic/2.png,textures/item/metaitems/battery.zpm.magic/2.png,6cb78dc3e5c0c70f5c01ca488a9b7609f2be734e
textures/items/metaitems/battery.zpm.magic/3.png,textures/item/metaitems/battery.zpm.magic/3.png,13aac39743c30a008398ac3519cccdd09e8f67b6
textures/items/metaitems/battery.zpm.magic/4.png,textures/item/metaitems/battery.zpm.magic/4.png,28c773ddc1c57b44598cc75c73f4a4c3686fcecf
textures/items/metaitems/battery.zpm.magic/5.png,textures/item/metaitems/battery.zpm.magic/5.png,db6c63086ec6c44ae35afaa101aa88a468dafb78
textures/items/metaitems/battery.zpm.magic/6.png,textures/item/metaitems/battery.zpm.magic/6.png,3889c850a9b01f5290a082785b52967c519ded68
textures/items/metaitems/battery.zpm.magic/7.png,textures/item/metaitems/battery.zpm.magic/7.png,10e28ea110b5db27e0cdbf715248e4395f607493
textures/items/metaitems/battery.zpm.magic/8.png,textures/item/metaitems/battery.zpm.magic/8.png,135be0ccbb998cc0c50fdd3f38a781cf523ee270
textures/items/metaitems/baubles/water_ring.png,textures/item/metaitems/baubles/water_ring.png,3baf2600339af0a2e10e4300428e380f5befe5f8
textures/items/metaitems/black_rune.png,textures/item/metaitems/black_rune.png,efe0e28263e36867fe6fe36a8c7810fb7ba628be
textures/items/metaitems/blank_catalyst_core.png,textures/item/metaitems/blank_catalyst_core.png,0b543c9d1bb1fecf5cf678964a03f1e772d46118
textures/items/metaitems/blank_catalyst_core.png.mcmeta,textures/item/metaitems/blank_catalyst_core.png.mcmeta,b49b01ecab0d5bf01a67c0c351a493fe352f86a4
textures/items/metaitems/blood_circuit.png,textures/item/metaitems/blood_circuit.png,4706b4cdfeb4d319464e5db46dd6d46587cdfd4d
textures/items/metaitems/blood_circuit.png.mcmeta,textures/item/metaitems/blood_circuit.png.mcmeta,a0d21bef1468be6c1b9a478fbfa8104df5bcae8b
textures/items/metaitems/blood_circuit_advanced.png,textures/item/metaitems/blood_circuit_advanced.png,24668001529e11d368016cd7e5eab540ab0470b9
textures/items/metaitems/blood_circuit_advanced.png.mcmeta,textures/item/metaitems/blood_circuit_advanced.png.mcmeta,a0d21bef1468be6c1b9a478fbfa8104df5bcae8b
textures/items/metaitems/blood_circuit_supreme.png,textures/item/metaitems/blood_circuit_supreme.png,10be343caa699709de3fd02855eb679df183c4f7
textures/items/metaitems/blood_circuit_supreme.png.mcmeta,textures/item/metaitems/blood_circuit_supreme.png.mcmeta,a0d21bef1468be6c1b9a478fbfa8104df5bcae8b
textures/items/metaitems/blood_circuit_ultimate.png,textures/item/metaitems/blood_circuit_ultimate.png,2e5e093356c3716de386b9738e1f76fffdfed7db
textures/items/metaitems/blood_circuit_ultimate.png.mcmeta,textures/item/metaitems/blood_circuit_ultimate.png.mcmeta,b991c58227abfbde58e98f1bcbfc7cc7ab8e596d
textures/items/metaitems/circuits/ev.png,textures/item/metaitems/circuits/ev.png,4eb0bc7c66b6133ae8ab20201fe7ec4234fdb5be
textures/items/metaitems/circuits/ev.png.mcmeta,textures/item/metaitems/circuits/ev.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/hv.png,textures/item/metaitems/circuits/hv.png,fc99fdfaa7775378729cca38c680b1b265b9d714
textures/items/metaitems/circuits/hv.png.mcmeta,textures/item/metaitems/circuits/hv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/iv.png,textures/item/metaitems/circuits/iv.png,b71739d274a885284c0184f0042982421bc49e90
textures/items/metaitems/circuits/iv.png.mcmeta,textures/item/metaitems/circuits/iv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/luv.png,textures/item/metaitems/circuits/luv.png,b102213e73768d9461a318861c2a343d85f7d2c6
textures/items/metaitems/circuits/luv.png.mcmeta,textures/item/metaitems/circuits/luv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/lv.png,textures/item/metaitems/circuits/lv.png,f9d59b69d472ba108909329343c79f1b9e259e07
textures/items/metaitems/circuits/lv.png.mcmeta,textures/item/metaitems/circuits/lv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/max.png,textures/item/metaitems/circuits/max.png,1ab72ef381c786b76b4129977e34c29d4ca1b977
textures/items/metaitems/circuits/max.png.mcmeta,textures/item/metaitems/circuits/max.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/mv.png,textures/item/metaitems/circuits/mv.png,828f08365d8d1fdcad47dcf363ceb9b584e21fb7
textures/items/metaitems/circuits/mv.png.mcmeta,textures/item/metaitems/circuits/mv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/opv.png,textures/item/metaitems/circuits/opv.png,1d9403ea5844641ed842c0d9d97d4510c8c94070
textures/items/metaitems/circuits/opv.png.mcmeta,textures/item/metaitems/circuits/opv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/uev.png,textures/item/metaitems/circuits/uev.png,71111e2c374da64b1da8367fd49651381a79a3b9
textures/items/metaitems/circuits/uev.png.mcmeta,textures/item/metaitems/circuits/uev.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/uhv.png,textures/item/metaitems/circuits/uhv.png,ea3e4c40b6afb9833b765e8a3f7dc0decdc0f320
textures/items/metaitems/circuits/uhv.png.mcmeta,textures/item/metaitems/circuits/uhv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/uiv.png,textures/item/metaitems/circuits/uiv.png,dc14997a3ba2ed12461886c534ea00d48c581095
textures/items/metaitems/circuits/uiv.png.mcmeta,textures/item/metaitems/circuits/uiv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/ulv.png,textures/item/metaitems/circuits/ulv.png,d8ce9d7157b8dc730ca49afc442decea9f36cc59
textures/items/metaitems/circuits/ulv.png.mcmeta,textures/item/metaitems/circuits/ulv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/uv.png,textures/item/metaitems/circuits/uv.png,2192fc726ab6043d89293d74cba2a8a3003b99d7
textures/items/metaitems/circuits/uv.png.mcmeta,textures/item/metaitems/circuits/uv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/uxv.png,textures/item/metaitems/circuits/uxv.png,e5bfd801c2ea05264eae6711770bd840914b6b65
textures/items/metaitems/circuits/uxv.png.mcmeta,textures/item/metaitems/circuits/uxv.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits/zpm.png,textures/item/metaitems/circuits/zpm.png,9ee6ad3bc3835c8ffa06d06231ac8ee7aa06a36f
textures/items/metaitems/circuits/zpm.png.mcmeta,textures/item/metaitems/circuits/zpm.png.mcmeta,365f1892738f6c9aa36bb34c80def20212189e6c
textures/items/metaitems/circuits.blood/0.png,textures/item/metaitems/circuits.blood/0.png,d721d65b293db00416baa4b978fbb839f26232a6
textures/items/metaitems/circuits.blood/1.png,textures/item/metaitems/circuits.blood/1.png,0684d0739be6a9c7476a7edd24dfa1c29c87e267
textures/items/metaitems/circuits.blood/10.png,textures/item/metaitems/circuits.blood/10.png,2ffb0b0d0c1638478e9b1b66daacbec20e973384
textures/items/metaitems/circuits.blood/10.png.mcmeta,textures/item/metaitems/circuits.blood/10.png.mcmeta,a0d21bef1468be6c1b9a478fbfa8104df5bcae8b
textures/items/metaitems/circuits.blood/11.png,textures/item/metaitems/circuits.blood/11.png,26d6e23f7a2b12f98d691a80596ddd131189510e
textures/items/metaitems/circuits.blood/11.png.mcmeta,textures/item/metaitems/circuits.blood/11.png.mcmeta,a0d21bef1468be6c1b9a478fbfa8104df5bcae8b
textures/items/metaitems/circuits.blood/12.png,textures/item/metaitems/circuits.blood/12.png,2e5e093356c3716de386b9738e1f76fffdfed7db
textures/items/metaitems/circuits.blood/12.png.mcmeta,textures/item/metaitems/circuits.blood/12.png.mcmeta,b991c58227abfbde58e98f1bcbfc7cc7ab8e596d
textures/items/metaitems/circuits.blood/13.png,textures/item/metaitems/circuits.blood/13.png,10be343caa699709de3fd02855eb679df183c4f7
textures/items/metaitems/circuits.blood/13.png.mcmeta,textures/item/metaitems/circuits.blood/13.png.mcmeta,a0d21bef1468be6c1b9a478fbfa8104df5bcae8b
textures/items/metaitems/circuits.blood/2.png,textures/item/metaitems/circuits.blood/2.png,83c61ffea9536762f7e1235f347ec5a7f5fe9f85
textures/items/metaitems/circuits.blood/3.png,textures/item/metaitems/circuits.blood/3.png,f0926bf854f10f4673d46b12d6b3de01a299de2a
textures/items/metaitems/circuits.blood/4.png,textures/item/metaitems/circuits.blood/4.png,e917586ec1958c715c4854deb4d33de1770fc028
textures/items/metaitems/circuits.blood/5.png,textures/item/metaitems/circuits.blood/5.png,66dadadfea0e24b1f4c600e4b8eafa5cc1e7fbaa
textures/items/metaitems/circuits.blood/6.png,textures/item/metaitems/circuits.blood/6.png,edc009a093c3e5ca24d9c1e52f5637741f8b21f8
textures/items/metaitems/circuits.blood/7.png,textures/item/metaitems/circuits.blood/7.png,5cb4fa3a1e1bce96960aa935fdb7af60534b83fa
textures/items/metaitems/circuits.blood/8.png,textures/item/metaitems/circuits.blood/8.png,86098d4e1c92f4b84306b2cf74ae31aaea72a1fc
textures/items/metaitems/circuits.blood/9.png,textures/item/metaitems/circuits.blood/9.png,2b459363a60b4645d00510c0d78675fff631f6f3
textures/items/metaitems/circuits.blood/blood_circuit.png,textures/item/metaitems/circuits.blood/blood_circuit.png,4706b4cdfeb4d319464e5db46dd6d46587cdfd4d
textures/items/metaitems/circuits.blood/blood_circuit.png.mcmeta,textures/item/metaitems/circuits.blood/blood_circuit.png.mcmeta,a0d21bef1468be6c1b9a478fbfa8104df5bcae8b
textures/items/metaitems/circuits.blood/blood_port.png,textures/item/metaitems/circuits.blood/blood_port.png,468215460b0912f6fc8b537f568ee8937ee49f18
textures/items/metaitems/circuits.blood/endorphins_stabilizer.png,textures/item/metaitems/circuits.blood/endorphins_stabilizer.png,cfbf23387447d76f4a42c27e28f8722620f57f37
textures/items/metaitems/circuits.blood/freeze_cooler.png,textures/item/metaitems/circuits.blood/freeze_cooler.png,0357ead34713884f91d59778b4fc2f91612d743e
textures/items/metaitems/circuits.blood/freeze_cooler.png.mcmeta,textures/item/metaitems/circuits.blood/freeze_cooler.png.mcmeta,b49b01ecab0d5bf01a67c0c351a493fe352f86a4
textures/items/metaitems/circuits.blood/freeze_cooler_blank.png,textures/item/metaitems/circuits.blood/freeze_cooler_blank.png,a52461b68dd8e8894173a19f905a43178ff583b9
textures/items/metaitems/circuits.blood/ips_human_brain.png,textures/item/metaitems/circuits.blood/ips_human_brain.png,b09b4cd365aa5f734cc4df6a1f210acccce2c43b
textures/items/metaitems/circuits.blood/lysosome_stabilizer.png,textures/item/metaitems/circuits.blood/lysosome_stabilizer.png,f1d92fbeba0f4509b68af06a07821bcf91f02be0
textures/items/metaitems/circuits.blood/mitochondrion_power.png,textures/item/metaitems/circuits.blood/mitochondrion_power.png,4a9bb2a8f251c5529fed634929f94ee258253b35
textures/items/metaitems/circuits.blood/primitive_meat.png,textures/item/metaitems/circuits.blood/primitive_meat.png,125d5df8d32adfc83d5acacdd7eeb8b5b7b11276
textures/items/metaitems/circuits.blood/rat_brain.png,textures/item/metaitems/circuits.blood/rat_brain.png,d18c3e71a5d18c06ba9e4c4dc7935ad3ffdadc48
textures/items/metaitems/coking_catalyst_core.png,textures/item/metaitems/coking_catalyst_core.png,eedbdd649aca10b9f68683311fbf424e3c7ae663
textures/items/metaitems/coking_catalyst_core.png.mcmeta,textures/item/metaitems/coking_catalyst_core.png.mcmeta,b49b01ecab0d5bf01a67c0c351a493fe352f86a4
textures/items/metaitems/cold_catalyst_core.png,textures/item/metaitems/cold_catalyst_core.png,31b6580e22e447c335058e878bc2bbf139127218
textures/items/metaitems/cold_catalyst_core.png.mcmeta,textures/item/metaitems/cold_catalyst_core.png.mcmeta,b49b01ecab0d5bf01a67c0c351a493fe352f86a4
textures/items/metaitems/devay_pill.1.png,textures/item/metaitems/devay_pill.1.png,647e33fef94426a31a5790f6370dfe03863f0064
textures/items/metaitems/devay_pill.10.png,textures/item/metaitems/devay_pill.10.png,624c76c33d24097b9d726b87ee01725698f3ca67
textures/items/metaitems/devay_pill.20.png,textures/item/metaitems/devay_pill.20.png,f1c0dd527f6f249f179e11e3f6a489688bc7ab4c
textures/items/metaitems/devay_pill.5.png,textures/item/metaitems/devay_pill.5.png,120fc2e0b74a98443e432a972d6d96243581f32f
textures/items/metaitems/devay_pill.empty.png,textures/item/metaitems/devay_pill.empty.png,3e60c7f90c97fb8f8a49b30876ff776db43f3298
textures/items/metaitems/energy_reduce.png,textures/item/metaitems/energy_reduce.png,e71053aa7d7ae3e62fb64513262386542b266166
textures/items/metaitems/evolution_catalyst_core.png,textures/item/metaitems/evolution_catalyst_core.png,4ed41466de7d3e6f08d1182bc047a164c17c500e
textures/items/metaitems/evolution_catalyst_core.png.mcmeta,textures/item/metaitems/evolution_catalyst_core.png.mcmeta,b49b01ecab0d5bf01a67c0c351a493fe352f86a4
