1,10,-5,L
2,10,-5,Z
3,10,-5,L
-3,10,-4,L
-2,10,-4,L
2,10,-4,L
-6,10,-3,L
-5,10,-3,L
-2,10,-3,L
1,10,-3,L
5,10,-3,L
-7,10,-2,L
-6,10,-2,X
-5,10,-2,X
-4,10,-2,L
-3,10,-2,L
1,10,-2,L
3,10,-2,L
4,10,-2,L
-6,10,-1,L
-5,10,-1,L
-4,10,-1,X
-3,10,-1,X
-2,10,-1,L
1,10,-1,L
2,10,-1,L
-4,10,0,L
-3,10,0,L
-2,10,0,L
-3,10,1,L
1,10,1,L
2,10,1,L
3,10,1,L
-6,10,2,L
-5,10,2,L
-4,10,2,L
1,10,2,L
2,10,2,Z
3,10,2,L
4,10,2,L
5,10,2,L
-6,10,3,L
-5,10,3,X
-4,10,3,L
-1,10,3,L
1,10,3,L
2,10,3,Z
3,10,3,L
-7,10,4,L
-5,10,4,L
-1,10,4,L
1,10,4,L
2,10,4,Z
3,10,4,L
-6,10,5,L
-2,10,5,L
-1,10,5,Z
0,10,5,L
2,10,5,L
3,10,5,Z
4,10,5,L
-3,10,6,L
-2,10,6,Z
-1,10,6,L
2,10,6,L
3,10,6,X
4,10,6,L
-3,10,7,L
-2,10,7,Z
-1,10,7,L
3,10,7,L
-2,10,8,L
-3,11,-6,L
2,11,-6,L
-3,11,-5,L
-2,11,-5,L
2,11,-5,L
-6,11,-2,L
-5,11,-2,L
-4,11,-1,L
-3,11,-1,L
2,11,2,L
-5,11,3,L
2,11,3,L
-6,11,4,L
2,11,4,L
-1,11,5,L
3,11,5,L
-2,11,6,L
3,11,6,L
-2,11,7,L
2,10,6,X
1,10,6,L
2,11,6,L
2,10,7,L
-6,10,4,X
-4,9,0,X
